identifier,identifier 2,filename,repository,repository_location,collection_identifier,collection,title,title_initial_article,name,item_type,internet_media_type,digital_origin,language,language_of_cataloging,form,genre,extent,date_text,date_single/start,date_range_end,date_qualifier,public_note,place_of_origin,shelf_locator,subject_local,subject_topical 1,subject_topical 2,subject_name 1,subject_name 2,subject_geographic 1,subject_geographic 2,project_title,project_URL,object_in_context,file_thumbnail_URL,rights,record_source,record_creation_date,cd_phase
daniel_Causes_0001,,daniel_Causes_0001.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Misinformed,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,[1951-2012?],1951,2012,inferred,Dates inferred from the creation dates associated with the archival collection.,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Teenagers | http://id.loc.gov/authorities/subjects/sh87006824,Education | http://id.loc.gov/authorities/subjects/sh85040989,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0226,,daniel_Causes_0226.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Dangerous Levels of Mercury Found in Moonshine,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,[1951-2012?],1951,2012,inferred,Dates inferred from the creation dates associated with the archival collection.,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,"Distilling, Illicit | http://id.loc.gov/authorities/subjects/sh85038527",Water--Pollution | http://id.loc.gov/authorities/subjects/sh85145467,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0227,,daniel_Causes_0227.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Smidlap Decides to Enter the Office Pool,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 2000,2000,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Newspapers | http://id.loc.gov/authorities/subjects/sh85091588,Gambling | http://id.loc.gov/authorities/subjects/sh85052909,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0228,,daniel_Causes_0228.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","""X"" Rated Films Are Cheaper to Produce...Why?",,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1970,1970,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Motion pictures | http://id.loc.gov/authorities/subjects/sh85088084,Pornography | http://id.loc.gov/authorities/subjects/sh85105008,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0229,,daniel_Causes_0229.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Dissatisfied with the mail delivery, Mr. Schultz?",,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1960,1960,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Post office buildings | http://id.loc.gov/authorities/subjects/sh85105476,,United States Postal Service | http://id.loc.gov/authorities/names/n80013137,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0230,,daniel_Causes_0230.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Think you can lick this stamp thing, Congressman?",,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,1962,1962,,,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Post office buildings | http://id.loc.gov/authorities/subjects/sh85105476,Postal rates | http://id.loc.gov/authorities/subjects/sh85105499,United States Postal Service | http://id.loc.gov/authorities/names/n80013137,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0231,,daniel_Causes_0231.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",You don't need prayer...you need air!,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1970,1970,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Post office buildings | http://id.loc.gov/authorities/subjects/sh85105476,,United States Postal Service | http://id.loc.gov/authorities/names/n80013137,"Nixon, Richard M. (Richard Milhous), 1913-1994 | http://id.loc.gov/authorities/names/n79018757",,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0232,,daniel_Causes_0232.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Captive Audience,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1990,1990,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0233,,daniel_Causes_0233.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","What's on the tube tonight, Elmo?",,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1980,1980,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Television | http://id.loc.gov/authorities/subjects/sh85133456,Video recordings--Pirated editions | http://id.loc.gov/authorities/subjects/sh88000585,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0234,,daniel_Causes_0234.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Computers cause a lot of folks to lose their religion,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 2000,2000,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Computers | http://id.loc.gov/authorities/subjects/sh85029552,Anger | http://id.loc.gov/authorities/subjects/sh85005009,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
